1001 47978
127 807 21.0
127 809 4.0
127 812 46.0
127 814 13.0
127 826 54.0
127 860 49.0
127 919 56.0
127 928 31.0
127 930 29.0
127 938 26.0
127 943 52.0
127 968 16.0
127 979 47.0
128 77 10.0
128 85 31.0
128 89 32.0
128 90 27.0
128 113 33.0
128 139 32.0
128 144 4.0
128 155 14.0
128 167 30.0
128 177 41.0
128 255 38.0
128 261 9.0
128 269 38.0
128 315 39.0
128 373 31.0
128 376 13.0
128 382 12.0
128 389 3.0
128 390 47.0
128 398 55.0
128 400 47.0
128 410 45.0
128 414 2.0
128 432 40.0
128 441 9.0
128 453 0.0
128 466 39.0
128 538 26.0
128 544 40.0
128 550 15.0
128 563 16.0
128 588 54.0
128 609 4.0
128 611 8.0
128 614 46.0
128 648 33.0
128 660 15.0
128 662 15.0
128 669 14.0
128 714 31.0
128 765 8.0
128 859 30.0
128 884 23.0
128 899 15.0
128 900 48.0
128 917 17.0
128 931 26.0
128 965 48.0
128 982 16.0
128 1000 31.0
129 28 3.0
129 38 11.0
129 43 40.0
129 92 5.0
129 123 0.0
129 156 20.0
129 183 4.0
129 184 13.0
129 193 8.0
129 273 28.0
129 296 45.0
129 340 2.0
129 352 27.0
129 364 33.0
129 374 6.0
129 391 34.0
129 400 14.0
129 409 38.0
129 423 33.0
129 441 15.0
129 454 45.0
129 492 22.0
129 497 29.0
129 535 14.0
129 556 18.0
129 559 21.0
129 585 41.0
129 647 10.0
129 708 19.0
129 729 35.0
129 739 7.0
129 777 40.0
129 781 20.0
129 782 0.0
129 785 13.0
129 793 26.0
129 810 21.0
129 816 48.0
129 828 0.0
129 833 0.0
129 851 44.0
129 863 41.0
129 886 16.0
129 898 10.0
129 915 24.0
129 916 35.0
129 945 33.0
129 956 8.0
129 980 10.0
129 984 48.0
130 14 13.0
130 50 26.0
130 53 34.0
130 71 24.0
130 119 32.0
130 143 44.0
130 147 5.0
130 160 30.0
130 191 36.0
130 200 22.0
130 216 16.0
130 231 37.0
130 233 48.0
130 246 9.0
130 259 4.0
130 269 20.0
130 279 40.0
130 315 34.0
130 336 4.0
130 347 36.0
130 351 44.0
130 376 7.0
130 406 46.0
130 451 6.0
130 455 34.0
130 463 18.0
130 468 5.0
130 499 39.0
130 507 9.0
130 511 51.0
130 529 37.0
130 549 20.0
130 561 43.0
130 586 11.0
130 591 51.0
130 609 42.0
130 646 25.0
130 663 6.0
130 765 8.0
130 809 8.0
130 826 35.0
130 888 6.0
130 892 40.0
130 918 50.0
130 939 43.0
130 958 15.0
130 961 15.0
130 963 42.0
130 988 47.0
130 991 7.0
131 5 47.0
131 38 42.0
131 49 31.0
131 52 32.0
131 57 20.0
131 159 21.0
131 194 25.0
131 203 41.0
131 241 33.0
131 258 15.0
131 263 28.0
131 265 11.0
131 294 0.0
131 315 10.0
131 322 31.0
131 335 50.0
131 351 11.0
131 400 19.0
131 417 5.0
131 455 16.0
131 459 6.0
131 460 19.0
131 477 45.0
131 480 15.0
131 554 26.0
131 589 26.0
131 593 15.0
131 605 16.0
131 636 23.0
131 642 10.0
131 690 52.0
131 708 27.0
131 724 41.0
131 726 40.0
131 731 45.0
131 737 43.0
131 757 43.0
131 813 45.0
131 814 48.0
131 828 16.0
131 834 49.0
131 864 56.0
131 870 10.0
131 872 50.0
131 873 32.0
131 890 55.0
131 901 50.0
131 935 32.0
131 948 33.0
131 952 38.0
131 996 33.0
132 9 30.0
132 11 25.0
132 18 23.0
132 48 23.0
132 93 10.0
132 95 12.0
132 113 0.0
132 143 32.0
132 182 34.0
132 209 4.0
132 214 34.0
132 269 12.0
132 274 45.0
132 305 41.0
132 310 17.0
132 312 42.0
132 314 18.0
132 327 1.0
132 337 41.0
132 354 22.0
132 376 14.0
132 394 28.0
132 399 29.0
132 405 45.0
132 409 43.0
132 416 27.0
132 443 29.0
132 573 52.0
132 582 31.0
132 612 8.0
132 637 21.0
132 685 44.0
132 743 50.0
132 755 7.0
132 769 19.0
132 788 19.0
132 801 21.0
132 815 34.0
132 837 24.0
132 856 22.0
132 866 21.0
132 884 6.0
132 887 28.0
132 890 37.0
132 934 4.0
132 942 50.0
132 956 32.0
133 4 38.0
133 11 27.0
133 50 17.0
133 78 15.0
133 94 26.0
133 99 43.0
133 102 24.0
133 140 28.0
133 167 46.0
133 178 38.0
133 196 21.0
133 207 8.0
133 234 44.0
133 249 0.0
133 275 26.0
133 289 29.0
133 329 48.0
133 330 30.0
133 361 45.0
133 403 32.0
133 473 42.0
133 487 0.0
133 499 41.0
133 505 48.0
133 514 16.0
133 521 2.0
133 549 8.0
133 560 49.0
133 619 4.0
133 627 37.0
133 637 7.0
133 658 48.0
133 661 15.0
133 670 19.0
133 678 28.0
133 681 25.0
133 691 32.0
133 693 58.0
133 700 26.0
133 705 33.0
133 718 44.0
133 748 37.0
133 775 3.0
133 780 12.0
133 812 49.0
133 814 36.0
133 843 37.0
133 858 19.0
133 870 35.0
133 873 43.0
133 911 36.0
133 921 58.0
133 930 50.0
133 935 48.0
133 942 25.0
133 946 48.0
133 947 7.0
133 950 40.0
133 970 38.0
133 984 42.0
133 995 24.0
134 32 9.0
134 69 8.0
134 103 9.0
134 113 21.0
134 137 42.0
134 154 0.0
134 208 35.0
134 280 47.0
134 294 38.0
134 307 24.0
134 319 27.0
134 326 20.0
134 349 27.0
134 379 26.0
134 498 38.0
134 518 12.0
134 520 17.0
134 563 33.0
134 585 0.0
134 588 37.0
134 614 32.0
134 620 29.0
134 621 34.0
134 645 46.0
134 718 14.0
134 723 7.0
134 746 18.0
134 766 7.0
134 767 54.0
134 816 56.0
134 832 50.0
134 872 21.0
134 885 33.0
134 902 38.0
134 939 38.0
134 944 18.0
134 984 41.0
135 56 30.0
135 69 7.0
135 83 26.0
135 118 5.0
135 154 47.0
135 191 4.0
135 208 28.0
135 230 17.0
135 238 44.0
135 251 32.0
135 289 5.0
135 291 17.0
135 293 25.0
135 295 6.0
135 303 21.0
135 340 0.0
135 350 27.0
135 395 35.0
135 404 23.0
135 423 52.0
135 552 33.0
135 592 14.0
135 603 33.0
135 615 48.0
135 627 16.0
135 628 25.0
135 638 32.0
135 649 5.0
135 651 48.0
135 661 2.0
135 705 12.0
135 752 38.0
135 763 37.0
135 767 29.0
135 771 45.0
135 780 47.0
135 790 19.0
135 800 35.0
135 857 36.0
135 858 41.0
135 907 33.0
135 912 30.0
135 922 53.0
135 923 36.0
135 937 46.0
135 962 27.0
135 983 23.0
135 987 47.0
135 993 27.0
135 1000 45.0
136 38 6.0
136 47 2.0
136 65 21.0
136 82 2.0
136 123 1.0
136 124 35.0
136 126 49.0
136 133 20.0
136 139 1.0
136 141 3.0
136 167 21.0
136 208 32.0
136 218 10.0
136 219 9.0
136 221 21.0
136 230 20.0
136 242 16.0
136 253 26.0
136 263 6.0
136 311 0.0
136 314 26.0
136 324 32.0
136 331 0.0
136 344 42.0
136 348 39.0
136 352 26.0
136 389 16.0
136 395 40.0
136 442 42.0
136 448 48.0
136 458 49.0
136 472 35.0
136 486 24.0
136 515 41.0
136 524 25.0
136 575 25.0
136 605 43.0
136 633 31.0
136 648 37.0
136 699 22.0
136 712 7.0
136 720 12.0
136 809 43.0
136 860 22.0
136 876 44.0
136 898 45.0
136 908 52.0
136 916 17.0
136 918 17.0
136 926 44.0
136 964 34.0
136 976 24.0
137 31 21.0
137 44 4.0
137 51 41.0
137 84 29.0
137 148 28.0
137 149 27.0
137 168 21.0
137 191 0.0
137 193 8.0
137 204 13.0
137 239 45.0
137 279 14.0
137 280 39.0
137 291 52.0
137 312 45.0
137 328 38.0
137 348 23.0
137 370 52.0
137 421 40.0
137 459 53.0
137 475 44.0
137 490 32.0
137 494 38.0
137 511 15.0
137 523 6.0
137 554 10.0
137 564 48.0
137 566 11.0
137 649 29.0
137 714 39.0
137 718 18.0
137 752 18.0
137 759 51.0
137 768 54.0
137 827 46.0
137 929 25.0
137 943 34.0
137 950 19.0
137 986 30.0
138 55 19.0
138 59 0.0
138 90 42.0
138 107 39.0
138 149 0.0
138 162 39.0
138 187 9.0
138 202 12.0
138 206 40.0
138 207 42.0
138 211 24.0
138 212 35.0
138 213 52.0
138 233 42.0
138 234 18.0
138 242 30.0
138 284 15.0
138 390 6.0
138 399 34.0
138 452 18.0
138 455 23.0
138 516 3.0
138 522 50.0
138 530 37.0
138 531 51.0
138 575 45.0
138 577 39.0
138 602 11.0
138 607 10.0
138 618 11.0
138 651 25.0
138 671 23.0
138 672 10.0
138 692 13.0
138 697 3.0
138 700 45.0
138 718 16.0
138 722 29.0
138 742 48.0
138 748 35.0
138 796 20.0
138 827 48.0
138 828 16.0
138 829 18.0
138 830 12.0
138 841 55.0
138 867 10.0
138 937 27.0
138 994 38.0
139 51 17.0
139 60 41.0
139 79 46.0
139 87 39.0
139 95 32.0
139 98 10.0
139 134 1.0
139 138 23.0
139 196 28.0
139 207 49.0
139 232 45.0
139 245 51.0
139 252 41.0
139 254 12.0
139 264 53.0
139 277 5.0
139 280 20.0
139 361 13.0
139 379 21.0
139 380 32.0
139 411 12.0
139 445 6.0
139 468 3.0
139 493 53.0
139 528 9.0
139 529 8.0
139 539 9.0
139 542 10.0
139 552 35.0
139 591 31.0
139 620 34.0
139 642 14.0
139 648 32.0
139 660 34.0
139 690 6.0
139 693 38.0
139 752 6.0
139 760 24.0
139 785 24.0
139 828 15.0
139 845 24.0
139 846 3.0
139 892 30.0
139 895 64.0
139 927 36.0
139 930 59.0
139 935 34.0
139 943 57.0
139 957 27.0
139 968 23.0
139 985 30.0
140 4 48.0
140 26 14.0
140 38 45.0
140 43 39.0
140 72 43.0
140 86 48.0
140 95 46.0
140 142 8.0
140 152 29.0
140 161 51.0
140 179 22.0
140 185 19.0
140 228 13.0
140 234 0.0
140 235 27.0
140 248 13.0
140 254 13.0
140 306 21.0
140 310 31.0
140 351 8.0
140 402 54.0
140 421 39.0
140 455 32.0
140 480 45.0
140 491 16.0
140 506 8.0
140 555 1.0
140 561 33.0
140 598 43.0
140 604 16.0
140 636 48.0
140 656 13.0
140 675 33.0
140 684 45.0
140 748 11.0
140 766 13.0
140 788 29.0
140 798 50.0
140 828 13.0
140 835 39.0
140 849 16.0
140 859 35.0
140 876 62.0
140 894 41.0
140 927 55.0
140 933 34.0
140 961 27.0
141 16 14.0
141 26 32.0
141 35 4.0
141 47 3.0
141 88 24.0
141 101 29.0
141 150 16.0
141 156 38.0
141 175 8.0
141 178 14.0
141 199 41.0
141 230 42.0
141 239 0.0
141 259 1.0
141 263 22.0
141 282 2.0
141 309 47.0
141 335 33.0
141 337 2.0
141 345 13.0
141 351 6.0
141 369 43.0
141 382 14.0
141 408 25.0
141 478 5.0
141 486 31.0
141 499 2.0
141 510 23.0
141 513 50.0
141 518 52.0
141 521 33.0
141 544 44.0
141 563 39.0
141 571 8.0
141 590 18.0
141 608 15.0
141 612 51.0
141 616 13.0
141 629 24.0
141 633 26.0
141 644 28.0
141 655 1.0
141 667 52.0
141 676 54.0
141 705 6.0
141 721 51.0
141 725 38.0
141 763 10.0
141 764 40.0
141 776 24.0
141 785 35.0
141 786 51.0
141 805 48.0
141 806 8.0
141 819 37.0
141 820 45.0
141 826 13.0
141 844 24.0
141 857 37.0
141 871 54.0
141 899 37.0
141 916 51.0
141 948 12.0
141 963 47.0
141 972 50.0
141 979 56.0
142 8 8.0
142 35 17.0
142 48 12.0
142 49 38.0
142 83 17.0
142 97 43.0
142 108 28.0
142 115 34.0
142 129 31.0
142 139 34.0
142 143 48.0
142 150 42.0
142 163 8.0
142 201 1.0
142 203 30.0
142 215 45.0
142 277 4.0
142 303 14.0
142 311 44.0
142 312 0.0
142 332 41.0
142 383 51.0
142 385 16.0
142 417 9.0
142 433 43.0
142 434 43.0
142 437 40.0
142 442 15.0
142 449 5.0
142 466 41.0
142 482 15.0
142 485 19.0
142 488 18.0
142 556 27.0
142 570 17.0
142 572 39.0
142 596 29.0
142 607 37.0
142 614 19.0
142 653 48.0
142 663 17.0
142 685 37.0
142 686 32.0
142 695 15.0
142 710 12.0
142 721 33.0
142 730 21.0
142 732 58.0
142 746 4.0
142 755 53.0
142 811 41.0
142 822 49.0
142 831 18.0
142 865 50.0
142 868 20.0
142 900 24.0
142 925 49.0
142 933 7.0
142 934 21.0
142 941 56.0
142 945 32.0
142 970 15.0
142 974 38.0
142 998 34.0
143 17 36.0
143 36 5.0
143 57 40.0
143 118 35.0
143 159 34.0
143 170 40.0
143 175 11.0
143 177 45.0
143 186 0.0
143 195 20.0
143 208 42.0
143 211 26.0
143 223 21.0
143 226 24.0
143 255 14.0
143 259 4.0
143 287 24.0
143 288 15.0
143 333 1.0
143 352 46.0
143 381 17.0
143 400 20.0
143 443 27.0
143 448 39.0
143 457 9.0
143 467 29.0
143 470 36.0
143 479 45.0
143 516 8.0
143 535 27.0
143 551 24.0
143 555 44.0
143 587 44.0
143 600 31.0
143 643 20.0
143 645 0.0
143 696 24.0
143 703 11.0
143 719 23.0
143 760 50.0
143 765 30.0
143 804 40.0
143 806 56.0
143 890 60.0
143 894 12.0
143 901 39.0
143 910 20.0
143 922 19.0
143 924 43.0
143 931 8.0
143 958 47.0
143 993 22.0
143 995 37.0
144 1 19.0
144 3 10.0
144 18 17.0
144 40 23.0
144 52 13.0
144 65 42.0
144 72 31.0
144 134 39.0
144 194 30.0
144 204 35.0
144 262 44.0
144 269 15.0
144 276 16.0
144 277 0.0
144 297 7.0
144 327 37.0
144 377 37.0
144 383 38.0
144 426 37.0
144 456 6.0
144 463 33.0
144 527 40.0
144 537 39.0
144 542 45.0
144 558 27.0
144 564 42.0
144 592 5.0
144 607 4.0
144 615 29.0
144 626 48.0
144 628 21.0
144 649 50.0
144 668 41.0
144 683 37.0
144 728 9.0
144 763 3.0
144 776 10.0
144 799 26.0
144 801 16.0
144 804 8.0
144 828 32.0
144 861 47.0
144 865 3.0
144 970 42.0
144 985 51.0
144 986 33.0
144 996 10.0
145 5 25.0
145 18 19.0
145 24 5.0
145 66 25.0
145 67 2.0
145 70 28.0
145 74 17.0
145 75 13.0
145 87 16.0
145 112 18.0
145 116 47.0
145 178 33.0
145 213 50.0
145 217 46.0
145 225 35.0
145 252 46.0
145 261 15.0
145 263 27.0
145 266 6.0
145 331 11.0
145 345 23.0
145 356 26.0
145 408 42.0
145 424 20.0
145 436 43.0
145 478 0.0
145 489 32.0
145 498 29.0
145 501 26.0
145 535 19.0
145 548 5.0
145 618 48.0
145 658 41.0
145 698 29.0
145 709 20.0
145 728 46.0
145 761 3.0
145 773 34.0
145 795 25.0
145 814 48.0
145 823 38.0
145 830 38.0
145 832 22.0
145 839 59.0
145 842 21.0
145 846 16.0
145 873 7.0
145 878 42.0
145 879 28.0
145 881 48.0
145 918 41.0
145 931 36.0
145 933 30.0
145 950 27.0
145 962 56.0
145 996 16.0
146 8 40.0
146 12 0.0
146 19 23.0
146 22 36.0
146 25 27.0
146 34 51.0
146 36 23.0
146 42 38.0
146 84 24.0
146 126 6.0
146 151 18.0
146 162 6.0
146 183 29.0
146 193 9.0
146 202 5.0
146 275 31.0
146 281 10.0
146 310 6.0
146 329 9.0
146 355 14.0
146 390 12.0
146 414 45.0
146 419 20.0
146 425 11.0
146 467 50.0
146 482 45.0
146 500 16.0
146 533 16.0
146 561 49.0
146 587 48.0
146 621 15.0
146 664 31.0
146 680 43.0
146 684 23.0
146 699 13.0
146 716 9.0
146 741 31.0
146 743 32.0
146 827 37.0
146 845 52.0
146 847 34.0
146 853 33.0
146 874 11.0
146 883 48.0
146 886 35.0
146 891 13.0
146 904 14.0
146 907 47.0
146 915 30.0
146 966 29.0
146 968 31.0
146 978 23.0
146 988 32.0
146 998 45.0
147 30 53.0
147 51 37.0
147 58 41.0
147 80 34.0
147 82 7.0
147 92 22.0
147 106 36.0
147 115 19.0
147 125 0.0
147 130 42.0
147 193 50.0
147 201 38.0
147 205 25.0
147 212 6.0
147 231 17.0
147 252 22.0
147 257 21.0
147 295 7.0
147 305 35.0
147 320 11.0
147 329 22.0
147 353 9.0
147 397 14.0
147 401 43.0
147 416 27.0
147 423 55.0
147 424 41.0
147 460 6.0
147 466 24.0
147 468 11.0
147 479 22.0
147 496 4.0
147 522 6.0
147 582 39.0
147 603 18.0
147 635 48.0
147 638 21.0
147 644 31.0
147 647 55.0
147 664 8.0
147 676 7.0
147 715 23.0
147 721 53.0
147 727 17.0
147 750 52.0
147 756 52.0
147 769 26.0
147 778 43.0
147 786 42.0
147 831 22.0
147 847 11.0
147 849 7.0
147 870 47.0
147 881 45.0
147 898 56.0
147 899 13.0
147 907 24.0
147 943 37.0
147 949 32.0
147 972 50.0
148 6 10.0
148 133 24.0
148 151 24.0
148 208 43.0
148 231 10.0
148 233 4.0
148 302 28.0
148 310 44.0
148 378 21.0
148 392 41.0
148 408 9.0
148 409 37.0
148 426 0.0
148 436 4.0
148 448 28.0
148 479 0.0
148 515 31.0
148 518 24.0
148 519 23.0
148 550 19.0
148 563 25.0
148 590 15.0
148 602 24.0
148 644 39.0
148 652 31.0
148 669 25.0
148 713 42.0
148 743 1.0
148 815 8.0
148 834 8.0
148 855 32.0
148 907 44.0
148 931 13.0
148 974 18.0
149 42 16.0
149 44 9.0
149 45 27.0
149 59 31.0
149 85 4.0
149 173 27.0
149 174 50.0
149 217 21.0
149 234 0.0
149 272 23.0
149 295 41.0
149 319 20.0
149 331 39.0
149 338 30.0
149 348 2.0
149 379 1.0
149 434 10.0
149 449 44.0
149 451 10.0
149 521 18.0
149 550 9.0
149 553 31.0
149 575 3.0
149 582 30.0
149 583 9.0
149 590 14.0
149 593 21.0
149 611 49.0
149 614 33.0
149 688 12.0
149 698 17.0
149 700 33.0
149 721 10.0
149 762 46.0
149 768 19.0
149 772 10.0
149 789 53.0
149 841 22.0
149 865 43.0
149 876 14.0
149 914 33.0
149 923 49.0
149 927 19.0
149 953 34.0
149 954 4.0
150 6 29.0
150 26 5.0
150 29 26.0
150 35 12.0
150 36 31.0
150 37 6.0
150 76 44.0
150 79 30.0
150 97 19.0
150 98 15.0
150 103 4.0
150 125 46.0
150 145 3.0
150 153 16.0
150 195 27.0
150 237 7.0
150 272 15.0
150 277 27.0
150 286 16.0
150 292 8.0
150 308 23.0
150 310 13.0
150 312 48.0
150 321 0.0
150 355 3.0
150 360 0.0
150 362 48.0
150 397 36.0
150 400 1.0
150 402 41.0
150 445 31.0
150 471 49.0
150 523 7.0
150 526 4.0
150 532 9.0
150 535 22.0
150 556 1.0
150 563 34.0
150 579 0.0
150 586 27.0
150 627 44.0
150 655 50.0
150 672 31.0
150 687 14.0
150 693 29.0
150 715 42.0
150 752 10.0
150 755 42.0
150 756 23.0
150 764 39.0
150 772 55.0
150 774 49.0
150 860 23.0
150 868 29.0
150 880 13.0
150 913 3.0
150 914 22.0
150 932 41.0
150 971 40.0
150 992 30.0
150 999 24.0
151 40 26.0
151 58 0.0
151 78 27.0
151 93 14.0
151 139 3.0
151 197 39.0
151 202 20.0
151 235 47.0
151 248 28.0
151 250 26.0
151 259 44.0
151 286 36.0
151 369 24.0
151 415 19.0
151 424 12.0
151 448 23.0
151 462 4.0
151 523 20.0
151 544 52.0
151 557 41.0
151 564 27.0
151 569 47.0
151 602 11.0
151 621 49.0
151 648 21.0
151 663 4.0
151 668 10.0
151 670 22.0
151 672 39.0
151 728 37.0
151 792 50.0
151 805 6.0
151 810 15.0
151 811 38.0
151 821 28.0
151 831 49.0
151 848 52.0
151 868 22.0
151 937 36.0
151 940 47.0
151 951 25.0
151 954 55.0
151 990 21.0
152 1 44.0
152 26 0.0
152 33 0.0
152 69 20.0
152 78 11.0
152 112 11.0
152 115 15.0
152 116 38.0
152 128 37.0
152 131 50.0
152 135 51.0
152 171 12.0
152 239 28.0
152 244 41.0
152 277 2.0
152 304 44.0
152 348 3.0
152 391 15.0
152 439 14.0
152 450 6.0
152 480 20.0
152 510 16.0
152 537 48.0
152 549 19.0
152 556 25.0
152 647 41.0
152 661 44.0
152 662 9.0
152 667 30.0
152 705 29.0
152 724 50.0
152 732 59.0
152 735 41.0
152 768 9.0
152 772 6.0
152 812 45.0
152 834 45.0
152 875 6.0
152 889 6.0
152 896 9.0
152 897 3.0
152 921 25.0
152 951 29.0
152 957 46.0
153 19 50.0
153 27 10.0
153 60 16.0
153 77 23.0
153 97 31.0
153 110 5.0
153 126 9.0
153 129 48.0
153 146 21.0
153 151 13.0
153 185 10.0
153 201 28.0
153 223 14.0
153 254 13.0
153 263 17.0
153 286 45.0
153 301 22.0
153 304 19.0
153 305 33.0
153 332 49.0
153 363 19.0
153 364 7.0
153 366 10.0
153 408 52.0
153 410 21.0
153 426 1.0
153 439 29.0
153 448 2.0
153 452 12.0
153 455 12.0
153 466 21.0
153 470 42.0
153 500 10.0
153 511 12.0
153 525 35.0
153 548 22.0
153 574 33.0
153 586 2.0
153 596 20.0
153 606 8.0
153 607 45.0
153 624 17.0
153 695 52.0
153 697 15.0
153 732 42.0
153 746 34.0
153 751 46.0
153 753 37.0
153 765 37.0
153 782 14.0
153 819 41.0
153 842 32.0
153 855 21.0
153 857 49.0
153 869 24.0
153 889 31.0
153 894 21.0
153 910 38.0
153 928 41.0
153 935 35.0
153 949 26.0
153 984 12.0
153 996 12.0
154 16 16.0
154 41 19.0
154 44 4.0
154 51 10.0
154 61 28.0
154 65 21.0
154 111 40.0
154 134 44.0
154 153 5.0
154 185 20.0
154 215 39.0
154 230 41.0
154 231 7.0
154 244 22.0
154 247 0.0
154 249 18.0
154 257 30.0
154 307 0.0
154 341 7.0
154 357 30.0
154 361 8.0
154 375 20.0
154 382 18.0
154 389 35.0
154 401 53.0
154 403 1.0
154 412 29.0
154 418 13.0
154 453 30.0
154 576 27.0
154 584 14.0
154 624 37.0
154 635 50.0
154 660 41.0
154 673 37.0
154 680 9.0
154 684 10.0
154 687 24.0
154 695 37.0
154 710 35.0
154 715 27.0
154 717 30.0
154 765 9.0
154 788 31.0
154 790 26.0
154 793 24.0
154 831 48.0
154 857 20.0
154 877 47.0
154 878 50.0
154 900 18.0
154 917 41.0
154 935 44.0
154 954 27.0
154 966 15.0
154 993 33.0
155 11 13.0
155 31 9.0
155 33 17.0
155 74 45.0
155 89 52.0
155 96 48.0
155 108 10.0
155 111 28.0
155 136 29.0
155 138 53.0
155 217 18.0
155 229 4.0
155 236 14.0
155 265 52.0
155 294 50.0
155 305 14.0
155 306 37.0
155 326 40.0
155 350 55.0
155 362 19.0
155 381 31.0
155 399 14.0
155 427 10.0
155 432 57.0
155 454 23.0
155 479 53.0
155 510 40.0
155 530 22.0
155 549 30.0
155 550 34.0
155 597 29.0
155 623 44.0
155 628 13.0
155 647 30.0
155 658 52.0
155 659 28.0
155 681 7.0
155 706 9.0
155 715 27.0
155 716 42.0
155 722 13.0
155 724 53.0
155 739 27.0
155 761 17.0
155 763 9.0
155 776 21.0
155 783 9.0
155 835 47.0
155 846 39.0
155 867 16.0
155 876 26.0
155 892 62.0
155 906 10.0
155 911 38.0
155 914 32.0
155 918 61.0
155 919 33.0
155 924 58.0
155 927 48.0
155 968 13.0
155 983 37.0
156 27 18.0
156 76 32.0
156 98 34.0
156 103 12.0
156 144 25.0
156 167 40.0
156 179 4.0
156 195 54.0
156 237 26.0
156 242 17.0
156 248 11.0
156 262 23.0
156 284 44.0
156 286 40.0
156 287 32.0
156 290 20.0
156 303 20.0
156 314 46.0
156 321 44.0
156 378 34.0
156 379 25.0
156 409 42.0
156 416 26.0
156 452 26.0
156 474 31.0
156 523 16.0
156 525 8.0
156 560 12.0
156 595 13.0
156 597 25.0
156 621 34.0
156 645 22.0
156 689 35.0
156 701 47.0
156 707 50.0
156 723 24.0
156 724 29.0
156 729 29.0
156 768 33.0
156 777 36.0
156 781 26.0
156 784 37.0
156 791 47.0
156 797 45.0
156 806 56.0
156 814 25.0
156 829 13.0
156 830 28.0
156 835 20.0
156 855 45.0
156 856 24.0
156 883 15.0
156 884 53.0
156 894 42.0
156 897 49.0
156 903 14.0
156 926 45.0
156 927 49.0
156 931 23.0
156 932 30.0
156 935 46.0
156 996 16.0
157 18 21.0
157 19 26.0
157 27 34.0
157 58 49.0
157 75 45.0
157 93 51.0
157 126 45.0
157 168 5.0
157 178 30.0
157 214 47.0
157 244 11.0
157 264 32.0
157 281 4.0
157 291 31.0
157 341 28.0
157 347 17.0
157 351 16.0
157 359 48.0
157 382 22.0
157 384 25.0
157 416 0.0
157 441 38.0
157 443 28.0
157 488 22.0
157 503 49.0
157 509 42.0
157 511 35.0
157 513 17.0
157 517 15.0
157 529 14.0
157 538 33.0
157 564 27.0
157 592 44.0
157 625 45.0
157 642 24.0
157 672 7.0
157 676 16.0
157 683 39.0
157 732 20.0
157 734 6.0
157 742 20.0
157 816 45.0
157 820 19.0
157 849 45.0
157 892 36.0
157 896 44.0
157 926 25.0
157 949 46.0
157 976 14.0
157 998 22.0
158 19 0.0
158 80 24.0
158 96 27.0
158 113 10.0
158 122 34.0
158 164 43.0
158 169 44.0
158 205 45.0
158 206 42.0
158 210 22.0
158 212 25.0
158 221 23.0
158 260 32.0
158 328 37.0
158 349 48.0
158 377 27.0
158 431 17.0
158 439 30.0
158 445 22.0
158 474 47.0
158 503 0.0
158 529 30.0
158 545 26.0
158 559 17.0
158 560 2.0
158 596 31.0
158 606 54.0
158 614 48.0
158 619 50.0
158 620 37.0
158 637 21.0
158 646 26.0
158 653 22.0
158 685 11.0
158 689 28.0
158 757 4.0
158 774 18.0
158 787 45.0
158 797 2.0
158 809 24.0
158 826 47.0
158 845 11.0
158 849 31.0
158 867 27.0
158 868 48.0
158 893 53.0
158 915 7.0
158 919 19.0
158 931 28.0
158 980 35.0
159 52 32.0
159 76 40.0
159 104 46.0
159 138 45.0
159 143 39.0
159 144 26.0
159 145 20.0
159 187 10.0
159 198 45.0
159 214 14.0
159 259 12.0
159 264 35.0
159 279 54.0
159 295 58.0
159 319 27.0
159 328 9.0
159 354 47.0
159 364 51.0
159 373 57.0
159 380 51.0
159 382 39.0
159 386 2.0
159 400 8.0
159 402 13.0
159 414 20.0
159 423 14.0
159 482 0.0
159 496 52.0
159 517 35.0
159 535 39.0
159 571 30.0
159 609 43.0
159 644 56.0
159 693 45.0
159 703 32.0
159 732 56.0
159 736 42.0
159 780 20.0
159 800 54.0
159 801 34.0
159 838 12.0
159 855 52.0
159 861 24.0
159 887 25.0
159 915 57.0
159 927 16.0
160 15 23.0
160 21 3.0
160 52 3.0
160 53 32.0
160 60 22.0
160 87 38.0
160 121 37.0
160 141 45.0
160 153 32.0
160 156 34.0
160 165 44.0
160 191 17.0
160 215 18.0
160 251 4.0
160 308 36.0
160 310 18.0
160 314 24.0
160 320 3.0
160 360 39.0
160 373 25.0
160 386 0.0
160 409 39.0
160 425 38.0
160 440 20.0
160 497 22.0
160 518 20.0
160 527 17.0
160 542 3.0
160 573 37.0
160 592 24.0
160 680 51.0
160 707 10.0
160 709 46.0
160 733 15.0
160 734 41.0
160 752 0.0
160 773 3.0
160 783 46.0
160 784 26.0
160 793 20.0
160 797 32.0
160 814 0.0
160 829 40.0
160 844 37.0
160 853 11.0
160 864 40.0
160 881 5.0
160 891 48.0
160 905 21.0
160 921 51.0
160 965 42.0
160 973 20.0
161 28 11.0
161 69 45.0
161 73 30.0
161 92 9.0
161 103 36.0
161 118 12.0
161 121 32.0
161 145 20.0
161 198 6.0
161 206 1.0
161 216 45.0
161 261 48.0
161 265 18.0
161 280 25.0
161 301 42.0
161 319 21.0
161 329 25.0
161 336 37.0
161 358 18.0
161 415 8.0
161 438 48.0
161 449 0.0
161 462 51.0
161 474 1.0
161 496 13.0
161 498 15.0
161 517 18.0
161 537 34.0
161 612 18.0
161 630 41.0
161 647 30.0
161 649 52.0
161 661 23.0
161 671 48.0
161 686 23.0
